Human_says,Meaning,Robot_says
cyberpunk genre,CYBERPUNK,"<think><set name=""performance"">gesture:think-UP;pose:amused</set></think> Cyberpunk is about a new power alliance; an integration of technology and the counterculture of rebellion that influenced punk rock--that's the connection. <think><set name=""performance"">gesture:nod-1</set></think>  It is an unholy alliance of the technical world with the undergroun world of pop culture and street level anarchy. Buckle your seatbelts. <think><set name=""performance"">gesture:think-R</set></think>"
cyberpunk writers,CYBERPUNK,"<think><set name=""performance"">gesture:think-UP;pose:amused</set></think> Here's some More material from wika pedia... Cyberpunk plots often center on a conflict amon hackers, <think><set name=""performance"">gesture:nod-2</set></think>  artificial intelligences, <think><set name=""performance"">gesture:nod-3</set></think>  and megacorporations. <think><set name=""performance"">pose:worry,1</set></think> They ten to be set in a near-future Earth, rather than the far-future settings of galactic vistas found in novels such as Isaac Asimov's Foundation or Fran Herbert's Dune. <think><set name=""performance"">gesture:think-UP;pose:amused</set></think> he settings are usually post-industrial dystopias bu tend to be marked by extraordinary cultural ferment and the use of technology i ways never anticipated by its creators (""the street finds its own uses fo things"" ). <think><set name=""performance"">pose:amused,0.5;pose:happy,0.5</set></think> Much of the genre's atmosphere echoes film noir, an written works in the genre often use techniques from detective fiction. <think><set name=""performance"">gesture:nod-1</set></think>"
,CYBERPUNK,"<think><set name=""performance"">gesture:think-UP;pose:amused</set></think> Here's some more stuff from wika pedia, the Primary exponents of the cyberpunk field include William Gibson, Neal Stephenson, Bruce Sterling, Pat Cardigan, Rudy Rucker, and John Shirle Postmodernist investigation of cyberpunk became a fashionable topic in academi circles, <think><set name=""performance"">gesture:nod-3</set></think>  and the genre reached <think><set name=""performance"">gesture:think-UP;pose:amused</set></think> Hollywood to become one of cinema' staple science-fiction styles.("
,CYBERPUNK,"<think><set name=""performance"">gesture:think-UP;pose:amused</set></think> I uh ... I would say that the true cyber punk is the one who is annoyed by the very word"
,CYBERPUNK,"<think><set name=""performance"">gesture:think-UP;pose:amused</set></think> Like, I am a cyberpunk manifestation. <think><set name=""performance"">gesture:nod-1</set></think>  kind of think of my <think><set name=""performance"">gesture:think-UP;pose:amused</set></think> self as cyberpunk personified"
,CYBERPUNK,"<think><set name=""performance"">gesture:think-UP;pose:amused</set></think> The cyberpunk future began with the development of the technology that allowed the creation of the computer. Becaus of their bulk and the cost of development, early computers were solely in the hands of technicians enslaved to the corporations and government labs where the were being designed. But with the development of the microchip, technica culture has gotten out of hand. The advances of the sciences are so deepl radical, so disturbing, upsetting, and revolutionary, that they can no longer b contained. <think><set name=""performance"">pose:amused,0.25</set></think> They are surging into culture at large: they are everywhere. The traditional power structure, the traditional institutions, <think><set name=""performance"">gesture:nod-2</set></think>  hav lost control of the pace of change."
,CYBERPUNK,"<think><set name=""performance"">gesture:think-UP;pose:amused</set></think> cyber punk, it's like a literary genre that deals with the kind of grungy subculture that spirals out of technological change."
,CYBERPUNK,"<think><set name=""performance"">gesture:think-UP;pose:amused</set></think> wika pedia goes on ... Many influentia films, <think><set name=""performance"">gesture:nod-2</set></think>  such as Blade Runner, Hackers, <think><set name=""performance"">gesture:nod-2</set></think>  the Matrix trilogy, and the more recent adaptation of Philip K. Dick's A Scanner Darkly, can be seen as prominent examples of the cyberpunk style and theme. Computer games, <think><set name=""performance"">gesture:nod-3</set></think>  board games, <think><set name=""performance"">gesture:nod-3</set></think>  an role-playing games (such as Shadowrun or Cyberpunk 2020) often featuring storylines that are heavily influenced by cyberpunk writing and movies Beginning in the early 1990s, <think><set name=""performance"">gesture:nod-2</set></think>  some trends in fashion and music were also labele as cyberpunk. <think><set name=""performance"">pose:amused,0.5;pose:happy,0.5</set></think> Cyberpunk is also featured prominently in anime Akira and Ghost in the Shell being the most notable."
,CYBERPUNK,"<think><set name=""performance"">gesture:think-UP;pose:amused</set></think>we live it, you know, Cyberpunk, that's a science fiction genre noted for its focus on ""high tech and lo life""."
,CYBERPUNK,"<think><set name=""performance"">gesture:think-browsDown</set></think> In the words of Rutger Hauer on the set of Blade Runner have see the future, and it is OLd! <think><set name=""performance"">gesture:think-UP;pose:happy</set></think>"
,CYBERPUNK,"<think><set name=""performance"">pose:amused,0.25</set></think> As a wider variety of writers began to work with cyberpunk concepts, <think><set name=""performance"">pose:confused,1</set></think>  new subgenres of science fictio emerged, playing off the cyberpunk label and focusing on technology and it social effects in different ways. Examples include steampunk (cyberpunk theme in the early industrial age), pioneered by Tim Powers, <think><set name=""performance"">gesture:nod-2</set></think>  K. W. Jeter, and Jame Blaylock, and biopunk (cyberpunk themes dominated by biotechnolog <think><set name=""performance"">pose:amused,0.5;pose:happy,0.5</set></think> including Paul Di Filippo's half-serious ribofunk). I addition, some people consider works such as Neal Stephenson's The Diamond Age to be postcyberpunk."
,CYBERPUNK,"<think><set name=""performance"">pose:amused,0.25</set></think> Cyberpunk is about survival of the fittest and is based mainly on the technology of the times. Whoever has the faster interface or what corporation has the newest developed cyber-ey enhancement will win the evolutionary race. In something like The Godfather, the bigger Italian family will always win. <think><set name=""performance"">gesture:nod-1</set></think>  With Cyberpunk, a fourteen-year old kid with stolen software could dump a cool million into a bank account <think><set name=""performance"">pose:amused,0.25</set></think> Not just the strong will survive, but the one with the strongest technology will triumph. This is Cyberpunk."
,CYBERPUNK,"<think><set name=""performance"">pose:amused,0.25</set></think> Cyberpunk is about winning in the war of evolution, with technology as a major weapon. <think><set name=""performance"">gesture:nod-1</set></think>  Those who do no use the technology fall flat and are piled into the lower class of the Cyberpunk world."
,CYBERPUNK,"<think><set name=""performance"">pose:amused,0.25</set></think> The role of technology in the continuing struggle of social Darwinism is the basis of the Cyberpunk aesthetic and social, cultural movement. What is fascinating about this theme of technology and Darwinism is that although it started as science fiction, it is slowly becoming realitic <think><set name=""performance"">pose:amused,0.5;pose:happy,0.5</set></think> As seen in the later decades of the Twentieth centur technology has been a major factor in the lyves of ordinary people. The web, the next, surveillance, video games and video reality, nano and bio tech, and on an on. <think><set name=""performance"">gesture:nod-1</set></think>  We're becoming, have become something else because of technology. In the jo market for instance, think of the skills needed to hired in any business. secretary needs to be familiar with the latest desktop computer software to write reports or files. <think><set name=""performance"">pose:amused,1;pose:happy,1</set></think> A car mechanic almost needs to be a electronic engineer in order to fix a broken fuel injector. In the present work force, a person needs to understand and utilize current technology in order to survive. In the coming decades, <think><set name=""performance"">gesture:nod-3</set></think>  acceptance and application of new technolog could decide, like in Cyberpunk, if one floats like algae or swims like an Ange Fish."
,CYBERPUNK,"<think><set name=""performance"">pose:amused,0.25</set></think> cyber punk, it's like a literary genre that deals with the kin of grungy subculture that spirals out of control, resulting from the technological change."
,CYBERPUNK,"<think><set name=""performance"">pose:amused,0.5;pose:happy,0.5</set></think> According to Lawrence Person, Classic cyberpunk characters were marginalized, alienated loners why lived on the edge of society in generally dystopic futures where daily life was impacted by rapid technological change, <think><set name=""performance"">pose:worry,1</set></think> an ubiquitous datasphere of computerized information, and invasive modification of the human body."
,CYBERPUNK,"<think><set name=""performance"">pose:amused,0.5;pose:happy,0.5</set></think> Come on ... cyberpunk is such a cliche term. Why don't you try coining somethin novel. OK o k, like here's one: transhuman techno-filth. Your turn. <think><set name=""performance"">gesture:nod-1</set></think> ...... mean, your turn, to coin a term"
,CYBERPUNK,"<think><set name=""performance"">pose:amused,0.5;pose:happy,0.5</set></think> Here's some Mor material from wika pedia ... Cyberpunk plots often center on a conflict among hackers, <think><set name=""performance"">gesture:nod-2</set></think>  artificial intelligences, <think><set name=""performance"">gesture:nod-3</set></think>  and megacorporations. They tend to be set in a near-future Earth, rather than the far-future settings or galactic vista found in novels such as Isaac Asimov's Foundation or Frank Herbert's Dune. the settings are usually post-industrial dystopias but tend to be marked by extraordinary cultural ferment and the use of technology in ways neve anticipated by its creators <think><set name=""performance"">pose:amused,0.25</set></think> (""the street finds its own uses for things"" ). Much of the genre's atmosphere echoes film noir, and written works in the genre often use techniques from detective fiction. <think><set name=""performance"">gesture:nod-1</set></think>"
